Area	Brand	Age	Device	Region	RGB Count	"Data User count
Monthly usage>100 MB"	 Total Data Usage (GB) 	" Total usage of Data Users with
Monthly usage>100 MB "
Selected	Robi	40-44 yrs	3G Device	Sylhet	1971	1150	" 3,465 "	" 3,458 "
Selected	Robi	40-44 yrs	4G Device	Sylhet	717	523	" 2,306 "	" 2,303 "
Selected	Robi	40-44 yrs	Basic	Sylhet	1530	275	 703 	 700 
Selected	Robi	40-44 yrs	Others	Sylhet	447	152	 350 	 349 
Selected	Robi	45-59 yrs	2G Device	Sylhet	1587	245	 688 	 684 
Selected	Robi	45-59 yrs	3G Device	Sylhet	3059	1904	" 6,140 "	" 6,127 "
Selected	Robi	45-59 yrs	4G Device	Sylhet	1297	962	" 4,578 "	" 4,573 "
Selected	Robi	45-59 yrs	Basic	Sylhet	2765	447	" 1,078 "	" 1,072 "
Selected	Robi	45-59 yrs	Others	Sylhet	773	238	 573 	 570 
Selected	Robi	60+ yrs	2G Device	Sylhet	394	51	 90 	 89 
Selected	Robi	60+ yrs	3G Device	Sylhet	656	360	" 1,199 "	" 1,197 "
Selected	Robi	60+ yrs	4G Device	Sylhet	272	183	 968 	 967 
Selected	Robi	60+ yrs	Basic	Sylhet	666	82	 218 	 217 
Selected	Robi	60+ yrs	Others	Sylhet	229	60	 174 	 173 
Selected	Robi	OTHERS	2G Device	Sylhet	0	0	 -   	
Selected	Robi	OTHERS	3G Device	Sylhet	1	0	 -   	
Selected	Robi	OTHERS	4G Device	Sylhet	1	0	 -   	
Selected	Robi	OTHERS	Basic	Sylhet	1	0	 -   	
Selected	Robi	OTHERS	Others	Sylhet	2	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Barisal	9329	2076	" 3,277 "	" 3,243 "
Not Seelected	Robi	<=24 yrs	3G Device	Barisal	17414	10468	" 21,662 "	" 21,565 "
Not Seelected	Robi	<=24 yrs	4G Device	Barisal	6713	5091	" 15,019 "	" 14,995 "
Not Seelected	Robi	<=24 yrs	Basic	Barisal	20877	4180	" 6,769 "	" 6,699 "
Not Seelected	Robi	<=24 yrs	Others	Barisal	3131	1128	" 1,593 "	" 1,577 "
Not Seelected	Robi	25-29 yrs	2G Device	Barisal	21317	2459	" 3,979 "	" 3,924 "
Not Seelected	Robi	25-29 yrs	3G Device	Barisal	28389	13530	" 27,524 "	" 27,370 "
Not Seelected	Robi	25-29 yrs	4G Device	Barisal	9618	6419	" 19,908 "	" 19,867 "
Not Seelected	Robi	25-29 yrs	Basic	Barisal	48723	5336	" 8,472 "	" 8,353 "
Not Seelected	Robi	25-29 yrs	Others	Barisal	5827	1298	" 2,020 "	" 1,997 "
Not Seelected	Robi	30-34 yrs	2G Device	Barisal	28031	2352	" 3,547 "	" 3,489 "
Not Seelected	Robi	30-34 yrs	3G Device	Barisal	31727	13773	" 27,584 "	" 27,416 "
Not Seelected	Robi	30-34 yrs	4G Device	Barisal	10172	6540	" 19,433 "	" 19,389 "
Not Seelected	Robi	30-34 yrs	Basic	Barisal	63211	5481	" 8,720 "	" 8,594 "
Not Seelected	Robi	30-34 yrs	Others	Barisal	7502	1338	" 1,679 "	" 1,655 "
Not Seelected	Robi	35-39 yrs	2G Device	Barisal	26089	1947	" 2,819 "	" 2,768 "
Not Seelected	Robi	35-39 yrs	3G Device	Barisal	26057	11230	" 21,410 "	" 21,272 "
Not Seelected	Robi	35-39 yrs	4G Device	Barisal	7867	5111	" 14,909 "	" 14,876 "
Not Seelected	Robi	35-39 yrs	Basic	Barisal	57958	4464	" 6,970 "	" 6,863 "
Not Seelected	Robi	35-39 yrs	Others	Barisal	7175	1142	" 1,662 "	" 1,642 "
Not Seelected	Robi	40-44 yrs	2G Device	Barisal	17820	1402	" 2,069 "	" 2,030 "
Not Seelected	Robi	40-44 yrs	3G Device	Barisal	17193	7493	" 14,433 "	" 14,338 "
Not Seelected	Robi	40-44 yrs	4G Device	Barisal	4889	3177	" 9,154 "	" 9,132 "
Not Seelected	Robi	40-44 yrs	Basic	Barisal	38710	3153	" 4,450 "	" 4,371 "
Not Seelected	Robi	40-44 yrs	Others	Barisal	4968	737	" 1,087 "	" 1,072 "
Not Seelected	Robi	45-59 yrs	2G Device	Barisal	32044	2780	" 4,063 "	" 3,987 "
Not Seelected	Robi	45-59 yrs	3G Device	Barisal	30340	13590	" 26,568 "	" 26,404 "
Not Seelected	Robi	45-59 yrs	4G Device	Barisal	8519	5587	" 15,633 "	" 15,594 "
Not Seelected	Robi	45-59 yrs	Basic	Barisal	70818	6035	" 8,715 "	" 8,569 "
Not Seelected	Robi	45-59 yrs	Others	Barisal	9085	1401	" 1,983 "	" 1,956 "
Not Seelected	Robi	60+ yrs	2G Device	Barisal	9850	662	 916 	 899 
Not Seelected	Robi	60+ yrs	3G Device	Barisal	8143	3469	" 6,285 "	" 6,242 "
Not Seelected	Robi	60+ yrs	4G Device	Barisal	2448	1656	" 4,379 "	" 4,370 "
Not Seelected	Robi	60+ yrs	Basic	Barisal	21745	1592	" 2,520 "	" 2,483 "
Not Seelected	Robi	60+ yrs	Others	Barisal	2723	378	 491 	 485 
Not Seelected	Robi	OTHERS	2G Device	Barisal	7	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Barisal	3	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Barisal	4	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Barisal	13	0	 -   	
Not Seelected	Robi	OTHERS	Others	Barisal	28	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Brahmanbaria 	1191	238	 506 	 503 
Not Seelected	Robi	<=24 yrs	3G Device	Brahmanbaria 	2557	1596	" 4,337 "	" 4,326 "
Not Seelected	Robi	<=24 yrs	4G Device	Brahmanbaria 	1432	1087	" 4,335 "	" 4,331 "
Not Seelected	Robi	<=24 yrs	Basic	Brahmanbaria 	2691	441	 771 	 766 
Not Seelected	Robi	<=24 yrs	Others	Brahmanbaria 	401	186	 222 	 221 
Not Seelected	Robi	25-29 yrs	2G Device	Brahmanbaria 	4399	502	" 1,119 "	" 1,110 "
Not Seelected	Robi	25-29 yrs	3G Device	Brahmanbaria 	8033	4537	" 11,498 "	" 11,465 "
Not Seelected	Robi	25-29 yrs	4G Device	Brahmanbaria 	3589	2635	" 8,737 "	" 8,727 "
Not Seelected	Robi	25-29 yrs	Basic	Brahmanbaria 	9858	1093	" 2,005 "	" 1,991 "
Not Seelected	Robi	25-29 yrs	Others	Brahmanbaria 	1021	400	 526 	 523 
Not Seelected	Robi	30-34 yrs	2G Device	Brahmanbaria 	6884	551	 880 	 871 
Not Seelected	Robi	30-34 yrs	3G Device	Brahmanbaria 	10413	5444	" 13,000 "	" 12,959 "
Not Seelected	Robi	30-34 yrs	4G Device	Brahmanbaria 	4658	3270	" 10,588 "	" 10,575 "
Not Seelected	Robi	30-34 yrs	Basic	Brahmanbaria 	15538	1293	" 2,202 "	" 2,184 "
Not Seelected	Robi	30-34 yrs	Others	Brahmanbaria 	1367	422	 518 	 512 
Not Seelected	Robi	35-39 yrs	2G Device	Brahmanbaria 	6439	468	 716 	 706 
Not Seelected	Robi	35-39 yrs	3G Device	Brahmanbaria 	8525	4290	" 9,232 "	" 9,194 "
Not Seelected	Robi	35-39 yrs	4G Device	Brahmanbaria 	3512	2485	" 7,445 "	" 7,435 "
Not Seelected	Robi	35-39 yrs	Basic	Brahmanbaria 	14186	985	" 1,682 "	" 1,667 "
Not Seelected	Robi	35-39 yrs	Others	Brahmanbaria 	1115	318	 324 	 320 
Not Seelected	Robi	40-44 yrs	2G Device	Brahmanbaria 	4368	320	 382 	 375 
Not Seelected	Robi	40-44 yrs	3G Device	Brahmanbaria 	5311	2672	" 5,860 "	" 5,838 "
Not Seelected	Robi	40-44 yrs	4G Device	Brahmanbaria 	2050	1442	" 4,347 "	" 4,339 "
Not Seelected	Robi	40-44 yrs	Basic	Brahmanbaria 	10107	720	" 1,054 "	" 1,044 "
Not Seelected	Robi	40-44 yrs	Others	Brahmanbaria 	925	250	 299 	 295 
Not Seelected	Robi	45-59 yrs	2G Device	Brahmanbaria 	9056	699	" 1,062 "	" 1,047 "
Not Seelected	Robi	45-59 yrs	3G Device	Brahmanbaria 	10349	5304	" 11,460 "	" 11,419 "
Not Seelected	Robi	45-59 yrs	4G Device	Brahmanbaria 	4052	2917	" 8,992 "	" 8,980 "
Not Seelected	Robi	45-59 yrs	Basic	Brahmanbaria 	20115	1419	" 2,533 "	" 2,511 "
Not Seelected	Robi	45-59 yrs	Others	Brahmanbaria 	1452	459	 746 	 742 
Not Seelected	Robi	60+ yrs	2G Device	Brahmanbaria 	3180	164	 231 	 227 
Not Seelected	Robi	60+ yrs	3G Device	Brahmanbaria 	3111	1630	" 3,450 "	" 3,441 "
Not Seelected	Robi	60+ yrs	4G Device	Brahmanbaria 	1366	988	" 3,092 "	" 3,088 "
Not Seelected	Robi	60+ yrs	Basic	Brahmanbaria 	6991	346	 556 	 550 
Not Seelected	Robi	60+ yrs	Others	Brahmanbaria 	462	150	 215 	 214 
Not Seelected	Robi	OTHERS	2G Device	Brahmanbaria 	1	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Brahmanbaria 	1	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Brahmanbaria 	0	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Brahmanbaria 	4	0	 -   	
Not Seelected	Robi	OTHERS	Others	Brahmanbaria 	5	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Chittagong Metro	669	164	 246 	 243 
Not Seelected	Robi	<=24 yrs	3G Device	Chittagong Metro	1459	967	" 2,110 "	" 2,104 "
Not Seelected	Robi	<=24 yrs	4G Device	Chittagong Metro	839	635	" 2,182 "	" 2,179 "
Not Seelected	Robi	<=24 yrs	Basic	Chittagong Metro	1353	251	 383 	 379 
Not Seelected	Robi	<=24 yrs	Others	Chittagong Metro	306	184	 403 	 402 
Not Seelected	Robi	25-29 yrs	2G Device	Chittagong Metro	2147	389	 584 	 576 
Not Seelected	Robi	25-29 yrs	3G Device	Chittagong Metro	4347	2651	" 5,971 "	" 5,949 "
Not Seelected	Robi	25-29 yrs	4G Device	Chittagong Metro	2313	1737	" 6,569 "	" 6,561 "
Not Seelected	Robi	25-29 yrs	Basic	Chittagong Metro	4523	750	" 1,134 "	" 1,124 "
Not Seelected	Robi	25-29 yrs	Others	Chittagong Metro	734	437	" 1,456 "	" 1,454 "
Not Seelected	Robi	30-34 yrs	2G Device	Chittagong Metro	2805	390	 617 	 609 
Not Seelected	Robi	30-34 yrs	3G Device	Chittagong Metro	5236	2954	" 6,642 "	" 6,618 "
Not Seelected	Robi	30-34 yrs	4G Device	Chittagong Metro	2602	1877	" 7,582 "	" 7,573 "
Not Seelected	Robi	30-34 yrs	Basic	Chittagong Metro	6042	751	" 1,332 "	" 1,318 "
Not Seelected	Robi	30-34 yrs	Others	Chittagong Metro	829	441	" 1,341 "	" 1,338 "
Not Seelected	Robi	35-39 yrs	2G Device	Chittagong Metro	2478	311	 424 	 416 
Not Seelected	Robi	35-39 yrs	3G Device	Chittagong Metro	4190	2342	" 5,180 "	" 5,159 "
Not Seelected	Robi	35-39 yrs	4G Device	Chittagong Metro	2016	1446	" 5,116 "	" 5,108 "
Not Seelected	Robi	35-39 yrs	Basic	Chittagong Metro	4763	526	 772 	 762 
Not Seelected	Robi	35-39 yrs	Others	Chittagong Metro	595	262	 803 	 800 
Not Seelected	Robi	40-44 yrs	2G Device	Chittagong Metro	1860	240	 326 	 320 
Not Seelected	Robi	40-44 yrs	3G Device	Chittagong Metro	3048	1630	" 3,274 "	" 3,259 "
Not Seelected	Robi	40-44 yrs	4G Device	Chittagong Metro	1385	982	" 3,561 "	" 3,556 "
Not Seelected	Robi	40-44 yrs	Basic	Chittagong Metro	3473	409	 530 	 523 
Not Seelected	Robi	40-44 yrs	Others	Chittagong Metro	446	192	 448 	 446 
Not Seelected	Robi	45-59 yrs	2G Device	Chittagong Metro	3506	413	 539 	 528 
Not Seelected	Robi	45-59 yrs	3G Device	Chittagong Metro	4955	2629	" 5,279 "	" 5,256 "
Not Seelected	Robi	45-59 yrs	4G Device	Chittagong Metro	2231	1534	" 4,912 "	" 4,902 "
Not Seelected	Robi	45-59 yrs	Basic	Chittagong Metro	6104	706	" 1,045 "	" 1,031 "
Not Seelected	Robi	45-59 yrs	Others	Chittagong Metro	717	323	 844 	 841 
Not Seelected	Robi	60+ yrs	2G Device	Chittagong Metro	1037	95	 153 	 149 
Not Seelected	Robi	60+ yrs	3G Device	Chittagong Metro	1010	489	 921 	 916 
Not Seelected	Robi	60+ yrs	4G Device	Chittagong Metro	478	321	 990 	 988 
Not Seelected	Robi	60+ yrs	Basic	Chittagong Metro	1738	151	 278 	 276 
Not Seelected	Robi	60+ yrs	Others	Chittagong Metro	177	64	 168 	 167 
Not Seelected	Robi	OTHERS	2G Device	Chittagong Metro	0	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Chittagong Metro	1	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Chittagong Metro	0	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Chittagong Metro	0	0	 -   	
Not Seelected	Robi	OTHERS	Others	Chittagong Metro	1	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Chittagong North	6687	1159	" 1,798 "	" 1,770 "
Not Seelected	Robi	<=24 yrs	3G Device	Chittagong North	9833	6120	" 13,892 "	" 13,841 "
Not Seelected	Robi	<=24 yrs	4G Device	Chittagong North	3892	3163	" 11,379 "	" 11,368 "
Not Seelected	Robi	<=24 yrs	Basic	Chittagong North	16490	2728	" 4,279 "	" 4,217 "
Not Seelected	Robi	<=24 yrs	Others	Chittagong North	1748	575	" 1,091 "	" 1,083 "
Not Seelected	Robi	25-29 yrs	2G Device	Chittagong North	21723	2386	" 3,458 "	" 3,394 "
Not Seelected	Robi	25-29 yrs	3G Device	Chittagong North	27677	15736	" 33,835 "	" 33,707 "
Not Seelected	Robi	25-29 yrs	4G Device	Chittagong North	9829	7716	" 26,210 "	" 26,178 "
Not Seelected	Robi	25-29 yrs	Basic	Chittagong North	51376	5582	" 8,157 "	" 8,011 "
Not Seelected	Robi	25-29 yrs	Others	Chittagong North	5018	1214	" 2,323 "	" 2,305 "
Not Seelected	Robi	30-34 yrs	2G Device	Chittagong North	29840	2308	" 3,360 "	" 3,294 "
Not Seelected	Robi	30-34 yrs	3G Device	Chittagong North	33828	17572	" 36,496 "	" 36,349 "
Not Seelected	Robi	30-34 yrs	4G Device	Chittagong North	11843	9088	" 28,562 "	" 28,523 "
Not Seelected	Robi	30-34 yrs	Basic	Chittagong North	69210	5583	" 8,151 "	" 7,992 "
Not Seelected	Robi	30-34 yrs	Others	Chittagong North	6785	1353	" 2,514 "	" 2,495 "
Not Seelected	Robi	35-39 yrs	2G Device	Chittagong North	28477	2005	" 2,561 "	" 2,497 "
Not Seelected	Robi	35-39 yrs	3G Device	Chittagong North	27442	13881	" 26,632 "	" 26,517 "
Not Seelected	Robi	35-39 yrs	4G Device	Chittagong North	8837	6759	" 19,547 "	" 19,520 "
Not Seelected	Robi	35-39 yrs	Basic	Chittagong North	64177	4577	" 6,266 "	" 6,129 "
Not Seelected	Robi	35-39 yrs	Others	Chittagong North	6447	1043	" 1,708 "	" 1,689 "
Not Seelected	Robi	40-44 yrs	2G Device	Chittagong North	21420	1586	" 1,918 "	" 1,862 "
Not Seelected	Robi	40-44 yrs	3G Device	Chittagong North	19208	9674	" 17,986 "	" 17,897 "
Not Seelected	Robi	40-44 yrs	4G Device	Chittagong North	5953	4541	" 13,340 "	" 13,319 "
Not Seelected	Robi	40-44 yrs	Basic	Chittagong North	47842	3689	" 4,625 "	" 4,512 "
Not Seelected	Robi	40-44 yrs	Others	Chittagong North	4708	756	" 1,250 "	" 1,237 "
Not Seelected	Robi	45-59 yrs	2G Device	Chittagong North	41011	3042	" 3,707 "	" 3,600 "
Not Seelected	Robi	45-59 yrs	3G Device	Chittagong North	34478	17223	" 32,210 "	" 32,059 "
Not Seelected	Robi	45-59 yrs	4G Device	Chittagong North	10391	7919	" 22,578 "	" 22,544 "
Not Seelected	Robi	45-59 yrs	Basic	Chittagong North	93870	6887	" 8,704 "	" 8,494 "
Not Seelected	Robi	45-59 yrs	Others	Chittagong North	8911	1463	" 2,567 "	" 2,543 "
Not Seelected	Robi	60+ yrs	2G Device	Chittagong North	13410	787	" 1,017 "	 991 
Not Seelected	Robi	60+ yrs	3G Device	Chittagong North	10306	5106	" 9,038 "	" 8,995 "
Not Seelected	Robi	60+ yrs	4G Device	Chittagong North	3551	2749	" 7,062 "	" 7,050 "
Not Seelected	Robi	60+ yrs	Basic	Chittagong North	31567	1770	" 2,017 "	" 1,969 "
Not Seelected	Robi	60+ yrs	Others	Chittagong North	2844	360	 570 	 564 
Not Seelected	Robi	OTHERS	2G Device	Chittagong North	7	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Chittagong North	4	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Chittagong North	0	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Chittagong North	19	0	 -   	
Not Seelected	Robi	OTHERS	Others	Chittagong North	12	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Chittagong South	9936	1288	" 1,834 "	" 1,806 "
Not Seelected	Robi	<=24 yrs	3G Device	Chittagong South	13822	8335	" 18,198 "	" 18,138 "
Not Seelected	Robi	<=24 yrs	4G Device	Chittagong South	5860	4497	" 15,663 "	" 15,644 "
Not Seelected	Robi	<=24 yrs	Basic	Chittagong South	26458	2920	" 4,527 "	" 4,472 "
Not Seelected	Robi	<=24 yrs	Others	Chittagong South	2323	723	" 1,471 "	" 1,463 "
Not Seelected	Robi	25-29 yrs	2G Device	Chittagong South	35075	3435	" 5,135 "	" 5,053 "
Not Seelected	Robi	25-29 yrs	3G Device	Chittagong South	43921	24601	" 52,938 "	" 52,742 "
Not Seelected	Robi	25-29 yrs	4G Device	Chittagong South	17517	13232	" 44,715 "	" 44,661 "
Not Seelected	Robi	25-29 yrs	Basic	Chittagong South	93559	8124	" 12,549 "	" 12,393 "
Not Seelected	Robi	25-29 yrs	Others	Chittagong South	6957	1944	" 4,099 "	" 4,079 "
Not Seelected	Robi	30-34 yrs	2G Device	Chittagong South	54777	3994	" 5,701 "	" 5,605 "
Not Seelected	Robi	30-34 yrs	3G Device	Chittagong South	58920	30470	" 64,699 "	" 64,454 "
Not Seelected	Robi	30-34 yrs	4G Device	Chittagong South	22153	16171	" 51,660 "	" 51,585 "
Not Seelected	Robi	30-34 yrs	Basic	Chittagong South	143103	9467	" 13,975 "	" 13,789 "
Not Seelected	Robi	30-34 yrs	Others	Chittagong South	10203	2283	" 4,505 "	" 4,480 "
Not Seelected	Robi	35-39 yrs	2G Device	Chittagong South	52909	3297	" 4,212 "	" 4,120 "
Not Seelected	Robi	35-39 yrs	3G Device	Chittagong South	48811	24034	" 48,267 "	" 48,061 "
Not Seelected	Robi	35-39 yrs	4G Device	Chittagong South	16919	12190	" 36,516 "	" 36,456 "
Not Seelected	Robi	35-39 yrs	Basic	Chittagong South	134640	7733	" 10,911 "	" 10,747 "
Not Seelected	Robi	35-39 yrs	Others	Chittagong South	9371	1763	" 3,279 "	" 3,257 "
Not Seelected	Robi	40-44 yrs	2G Device	Chittagong South	35055	2226	" 2,884 "	" 2,817 "
Not Seelected	Robi	40-44 yrs	3G Device	Chittagong South	29825	14554	" 29,041 "	" 28,915 "
Not Seelected	Robi	40-44 yrs	4G Device	Chittagong South	9790	7051	" 20,706 "	" 20,670 "
Not Seelected	Robi	40-44 yrs	Basic	Chittagong South	89249	4916	" 7,375 "	" 7,266 "
Not Seelected	Robi	40-44 yrs	Others	Chittagong South	6453	1116	" 1,942 "	" 1,930 "
Not Seelected	Robi	45-59 yrs	2G Device	Chittagong South	65404	4361	" 5,380 "	" 5,249 "
Not Seelected	Robi	45-59 yrs	3G Device	Chittagong South	54496	27014	" 51,684 "	" 51,451 "
Not Seelected	Robi	45-59 yrs	4G Device	Chittagong South	18024	13044	" 38,204 "	" 38,136 "
Not Seelected	Robi	45-59 yrs	Basic	Chittagong South	170237	9633	" 13,557 "	" 13,339 "
Not Seelected	Robi	45-59 yrs	Others	Chittagong South	11573	2199	" 4,106 "	" 4,078 "
Not Seelected	Robi	60+ yrs	2G Device	Chittagong South	20258	1186	" 1,319 "	" 1,285 "
Not Seelected	Robi	60+ yrs	3G Device	Chittagong South	16614	8292	" 15,347 "	" 15,281 "
Not Seelected	Robi	60+ yrs	4G Device	Chittagong South	6166	4510	" 12,133 "	" 12,110 "
Not Seelected	Robi	60+ yrs	Basic	Chittagong South	55929	2781	" 3,545 "	" 3,489 "
Not Seelected	Robi	60+ yrs	Others	Chittagong South	3676	627	" 1,221 "	" 1,213 "
Not Seelected	Robi	OTHERS	2G Device	Chittagong South	7	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Chittagong South	1	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Chittagong South	3	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Chittagong South	23	0	 -   	
Not Seelected	Robi	OTHERS	Others	Chittagong South	15	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Comilla	7391	1103	" 1,697 "	" 1,679 "
Not Seelected	Robi	<=24 yrs	3G Device	Comilla	13386	8264	" 16,970 "	" 16,915 "
Not Seelected	Robi	<=24 yrs	4G Device	Comilla	6520	5102	" 16,055 "	" 16,038 "
Not Seelected	Robi	<=24 yrs	Basic	Comilla	16260	2348	" 3,651 "	" 3,620 "
Not Seelected	Robi	<=24 yrs	Others	Comilla	1548	599	" 1,009 "	" 1,004 "
Not Seelected	Robi	25-29 yrs	2G Device	Comilla	29559	3217	" 4,277 "	" 4,223 "
Not Seelected	Robi	25-29 yrs	3G Device	Comilla	47317	27839	" 52,571 "	" 52,386 "
Not Seelected	Robi	25-29 yrs	4G Device	Comilla	21476	16357	" 45,847 "	" 45,791 "
Not Seelected	Robi	25-29 yrs	Basic	Comilla	65780	7195	" 10,975 "	" 10,878 "
Not Seelected	Robi	25-29 yrs	Others	Comilla	5298	1739	" 2,796 "	" 2,778 "
Not Seelected	Robi	30-34 yrs	2G Device	Comilla	48407	3821	" 4,992 "	" 4,916 "
Not Seelected	Robi	30-34 yrs	3G Device	Comilla	68856	39137	" 69,511 "	" 69,251 "
Not Seelected	Robi	30-34 yrs	4G Device	Comilla	31431	24070	" 61,894 "	" 61,810 "
Not Seelected	Robi	30-34 yrs	Basic	Comilla	105807	9015	" 13,193 "	" 13,064 "
Not Seelected	Robi	30-34 yrs	Others	Comilla	8562	2591	" 3,935 "	" 3,910 "
Not Seelected	Robi	35-39 yrs	2G Device	Comilla	45948	3199	" 4,058 "	" 3,986 "
Not Seelected	Robi	35-39 yrs	3G Device	Comilla	56644	31164	" 54,956 "	" 54,734 "
Not Seelected	Robi	35-39 yrs	4G Device	Comilla	24792	18911	" 46,840 "	" 46,772 "
Not Seelected	Robi	35-39 yrs	Basic	Comilla	98844	7517	" 10,542 "	" 10,429 "
Not Seelected	Robi	35-39 yrs	Others	Comilla	7768	2117	" 3,402 "	" 3,384 "
Not Seelected	Robi	40-44 yrs	2G Device	Comilla	30907	2265	" 2,732 "	" 2,682 "
Not Seelected	Robi	40-44 yrs	3G Device	Comilla	34974	19260	" 34,202 "	" 34,066 "
Not Seelected	Robi	40-44 yrs	4G Device	Comilla	14637	11087	" 28,086 "	" 28,045 "
Not Seelected	Robi	40-44 yrs	Basic	Comilla	67727	5159	" 7,261 "	" 7,181 "
Not Seelected	Robi	40-44 yrs	Others	Comilla	5198	1236	" 2,036 "	" 2,025 "
Not Seelected	Robi	45-59 yrs	2G Device	Comilla	64108	4465	" 5,564 "	" 5,460 "
Not Seelected	Robi	45-59 yrs	3G Device	Comilla	66993	36323	" 62,763 "	" 62,500 "
Not Seelected	Robi	45-59 yrs	4G Device	Comilla	27882	21499	" 54,030 "	" 53,954 "
Not Seelected	Robi	45-59 yrs	Basic	Comilla	144404	10316	" 14,709 "	" 14,550 "
Not Seelected	Robi	45-59 yrs	Others	Comilla	10629	2427	" 3,608 "	" 3,580 "
Not Seelected	Robi	60+ yrs	2G Device	Comilla	24554	1291	" 1,627 "	" 1,598 "
Not Seelected	Robi	60+ yrs	3G Device	Comilla	22621	12100	" 20,044 "	" 19,960 "
Not Seelected	Robi	60+ yrs	4G Device	Comilla	10106	7789	" 18,526 "	" 18,499 "
Not Seelected	Robi	60+ yrs	Basic	Comilla	55941	2960	" 3,817 "	" 3,773 "
Not Seelected	Robi	60+ yrs	Others	Comilla	3779	835	" 1,254 "	" 1,247 "
Not Seelected	Robi	OTHERS	2G Device	Comilla	10	0	 -   	
Not Seelected	Robi	OTHERS	3G Device	Comilla	6	0	 -   	
Not Seelected	Robi	OTHERS	4G Device	Comilla	0	0	 -   	
Not Seelected	Robi	OTHERS	Basic	Comilla	23	0	 0 	
Not Seelected	Robi	OTHERS	Others	Comilla	13	0	 -   	
Not Seelected	Robi	<=24 yrs	2G Device	Dhaka Metro	769	111	 126 	 123 
Not Seelected	Robi	<=24 yrs	3G Device	Dhaka Metro	1613	716	" 1,318 "	" 1,307 "
Not Seelected	Robi	<=24 yrs	4G Device	Dhaka Metro	1038	603	" 1,494 "	" 1,488 "
Not Seelected	Robi	<=24 yrs	Basic	Dhaka Metro	1540	242	 378 	 373 
Not Seelected	Robi	<=24 yrs	Others	Dhaka Metro	207	53	 38 	 37 
Not Seelected	Robi	25-29 yrs	2G Device	Dhaka Metro	2037	243	 270 	 264 
Not Seelected	Robi	25-29 yrs	3G Device	Dhaka Metro	3897	1646	" 3,139 "	" 3,114 "
Not Seelected	Robi	25-29 yrs	4G Device	Dhaka Metro	2821	1643	" 5,614 "	" 5,598 "
Not Seelected	Robi	25-29 yrs	Basic	Dhaka Metro	4142	438	 670 	 660 
Not Seelected	Robi	25-29 yrs	Others	Dhaka Metro	524	140	 175 	 173 
Not Seelected	Robi	30-34 yrs	2G Device	Dhaka Metro	2596	271	 345 	 338 
Not Seelected	Robi	30-34 yrs	3G Device	Dhaka Metro	4446	1760	" 3,384 "	" 3,358 "
Not Seelected	Robi	30-34 yrs	4G Device	Dhaka Metro	3085	1848	" 6,317 "	" 6,304 "
Not Seelected	Robi	30-34 yrs	Basic	Dhaka Metro	5087	441	 586 	 575 
Not Seelected	Robi	30-34 yrs	Others	Dhaka Metro	605	118	 233 	 230 
Not Seelected	Robi	35-39 yrs	2G Device	Dhaka Metro	2324	184	 260 	 254 
Not Seelected	Robi	35-39 yrs	3G Device	Dhaka Metro	3803	1508	" 3,075 "	" 3,055 "
Not Seelected	Robi	35-39 yrs	4G Device	Dhaka Metro	2765	1617	" 6,253 "	" 6,241 "
Not Seelected	Robi	35-39 yrs	Basic	Dhaka Metro	4462	395	 629 	 620 
Not Seelected	Robi	35-39 yrs	Others	Dhaka Metro	504	96	 98 	 97 
Not Seelected	Robi	40-44 yrs	2G Device	Dhaka Metro	1773	123	 171 	 167 
Not Seelected	Robi	40-44 yrs	3G Device	Dhaka Metro	3352	1012	" 2,063 "	" 2,049 "
Not Seelected	Robi	40-44 yrs	4G Device	Dhaka Metro	2155	1307	" 4,703 "	" 4,694 "
Not Seelected	Robi	40-44 yrs	Basic	Dhaka Metro	3140	277	 340 	 334 
Not Seelected	Robi	40-44 yrs	Others	Dhaka Metro	469	74	 94 	 93 
Not Seelected	Robi	45-59 yrs	2G Device	Dhaka Metro	3197	221	 332 	 326 
Not Seelected	Robi	45-59 yrs	3G Device	Dhaka Metro	4320	1456	" 2,412 "	" 2,387 "
Not Seelected	Robi	45-59 yrs	4G Device	Dhaka Metro	2655	1355	" 3,678 "	" 3,662 "
